Id;Id_exclusiva;Nível_da_estrutura_de_tópicos;EDT;Nome;Porcentagem_Prev_Real;Porcentagem_Prev_LB;Duração;Início;Término;Início_da_Linha_de_Base;Término_da_linha_de_base;Área;Responsável_da_Tarefa;Dashboard;Desvio_LB
862;18197;5;1.8.5.6.45;Substituição do Bocal da Sucção da Bomba 3M12 A/B;0;0;259 hrs;Qua 27/08/25 08:00;Dom 07/09/25 03:00;Ter 26/08/25 03:00;Sex 05/09/25 23:00;3M14;Gil Vicente - EPU;;0
863;18198;6;1.8.5.6.45.1;Realizar Bloqueio da Bomba 3M12 A/B;0;0;2 hrs;Qua 27/08/25 08:00;Qua 27/08/25 10:00;Ter 26/08/25 03:00;Ter 26/08/25 05:00;3M14;Gil Vicente - EPU;;0
864;18199;6;1.8.5.6.45.2;Remover Tubulação de Sucção da Bomba ;0;0;2 hrs;Qua 27/08/25 10:00;Qua 27/08/25 12:00;Ter 26/08/25 05:00;Ter 26/08/25 09:00;3M14;Gil Vicente - EPU;;0
865;18200;6;1.8.5.6.45.3;Remover Valvula Guilhotina da Sucção da Bomba ;0;0;4 hrs;Qua 27/08/25 12:00;Qua 27/08/25 17:00;Ter 26/08/25 09:00;Ter 26/08/25 13:00;3M14;Gil Vicente - EPU;;0
866;18201;6;1.8.5.6.45.4;Escariar Parede em Torno do Carretel Chumbado na parede do Tanque 3M14. Para Escariar. Recomenda-se utilizar uma perfuratriz com broca diamantada ;0;0;24 hrs;Qua 27/08/25 17:00;Qui 28/08/25 21:00;Ter 26/08/25 14:00;Qua 27/08/25 18:00;3M14;Gil Vicente - EPU;;0
867;18202;6;1.8.5.6.45.5;Remover carretel avariado da parede do tanque ;0;0;12 hrs;Qui 28/08/25 21:00;Sex 29/08/25 12:00;Qua 27/08/25 18:00;Qui 28/08/25 09:00;3M14;Gil Vicente - EPU;;0
868;18203;6;1.8.5.6.45.6;Instalar novo carretel na parede do tanque. Atenção para o alinhamento com a sucção da bomba;0;0;20 hrs;Sex 29/08/25 12:00;Sáb 30/08/25 12:00;Qui 28/08/25 09:00;Sex 29/08/25 09:00;3M14;Gil Vicente - EPU;;0
869;18204;6;1.8.5.6.45.7;Instalar a forma de madeira, seguindo as recomendações de aplicação descrita com desenho de projeto;0;0;24 hrs;Sáb 30/08/25 12:00;Seg 01/09/25 17:00;Sex 29/08/25 09:00;Sáb 30/08/25 13:00;3M14;Gil Vicente - EPU;;0
870;18205;6;1.8.5.6.45.8;Instalar Tubo de Sacrifico no Interior do Carretel chumbado na Parede do Tanque;0;0;4 hrs;Seg 01/09/25 17:00;Seg 01/09/25 21:00;Sáb 30/08/25 14:00;Sáb 30/08/25 18:00;3M14;Gil Vicente - EPU;;0
871;18206;6;1.8.5.6.45.9;Instalar Válvula Guilhotina ;0;0;8 hrs;Seg 01/09/25 21:00;Ter 02/09/25 06:00;Sáb 30/08/25 18:00;Dom 31/08/25 03:00;3M14;Gil Vicente - EPU;;0
872;18207;6;1.8.5.6.45.10;Instalar Tubulação de Sucção da Bomba ;0;0;12 hrs;Ter 02/09/25 08:00;Ter 02/09/25 21:00;Dom 31/08/25 03:00;Seg 01/09/25 18:00;3M14;Gil Vicente - EPU;;0
873;18208;6;1.8.5.6.45.11;Torquear Todos os Parafusos de Fixação dos Flanges, Conforme Tabela DIN 267;0;0;4 hrs;Ter 02/09/25 21:00;Qua 03/09/25 02:00;Seg 01/09/25 18:00;Seg 01/09/25 22:00;3M14;Gil Vicente - EPU;;0
874;18209;6;1.8.5.6.45.12;Recopor Concreto (Grautear) da Parede do Tanque Escariado para Montagem da Tubulação ;0;0;12 hrs;Qua 03/09/25 02:00;Qua 03/09/25 17:00;Seg 01/09/25 22:00;Ter 02/09/25 13:00;3M14;Gil Vicente - EPU;;0
875;18210;6;1.8.5.6.45.13;Realizar Teste de Estanqueidade do Conjunto após Montagem ;0;0;6 hrs;Sáb 06/09/25 20:00;Dom 07/09/25 03:00;Sex 05/09/25 17:00;Sex 05/09/25 23:00;3M14;Gil Vicente - EPU;;0
876;18211;5;1.8.5.6.46;Substituição do Bocal da Sucção da Bomba 3M12 A/B Concluída;0;0;0 hrs;Dom 07/09/25 03:00;Dom 07/09/25 03:00;Sex 05/09/25 23:00;Sex 05/09/25 23:00;3M14;Gil Vicente - EPU;;0
877;18212;5;1.8.5.6.47;Substituição do Bocal da Sucção da Bomba 3M15 A/B/C;0;0;295 hrs;Qua 27/08/25 08:00;Seg 08/09/25 15:00;Ter 26/08/25 03:00;Sáb 06/09/25 11:00;3M14;Gil Vicente - EPU;;0
878;18213;6;1.8.5.6.47.1;Realizar Bloqueio da Bomba 3M15 A/B/C;0;0;2 hrs;Qua 27/08/25 08:00;Qua 27/08/25 10:00;Ter 26/08/25 03:00;Ter 26/08/25 05:00;3M14;Gil Vicente - EPU;;0
879;18214;6;1.8.5.6.47.2;Montagem de Andaime da Tubulação e Valvula da Sucção;0;0;6 hrs;Qua 27/08/25 10:00;Qua 27/08/25 17:00;Ter 26/08/25 05:00;Ter 26/08/25 13:00;3M14;Gil Vicente - EPU;;0
880;18215;6;1.8.5.6.47.3;Remover Tubulação de Sucção da Bomba ;0;0;3 hrs;Sex 29/08/25 12:00;Sex 29/08/25 16:00;Qui 28/08/25 09:00;Qui 28/08/25 12:00;3M14;Gil Vicente - EPU;;0
881;18216;6;1.8.5.6.47.4;Remover Valvula Guilhotina da Sucção da Bomba ;0;0;6 hrs;Sex 29/08/25 16:00;Sex 29/08/25 22:00;Qui 28/08/25 12:00;Qui 28/08/25 19:00;3M14;Gil Vicente - EPU;;0
882;18217;6;1.8.5.6.47.5;Escariar Parede em Torno do Carretel Chumbado na parede do Tanque 3M14. Para Escariar. Recomenda-se utilizar uma perfuratriz com broca diamantada ;0;0;24 hrs;Sex 29/08/25 22:00;Dom 31/08/25 03:00;Qui 28/08/25 19:00;Sex 29/08/25 23:00;3M14;Gil Vicente - EPU;;0
883;18218;6;1.8.5.6.47.6;Remover carretel avariado da parede do tanque ;0;0;18 hrs;Dom 31/08/25 03:00;Ter 02/09/25 01:00;Sex 29/08/25 23:00;Sáb 30/08/25 21:00;3M14;Gil Vicente - EPU;;0
884;18219;6;1.8.5.6.47.7;Instalar novo carretel na parede do tanque. Atenção para o alinhamento com a sucção da bomba;0;0;24 hrs;Ter 02/09/25 01:00;Qua 03/09/25 05:00;Sáb 30/08/25 21:00;Ter 02/09/25 02:00;3M14;Gil Vicente - EPU;;0
885;18220;6;1.8.5.6.47.8;Instalar a forma de madeira, seguindo as recomendações de aplicação descrita com desenho de projeto;0;0;24 hrs;Qua 03/09/25 05:00;Qui 04/09/25 11:00;Ter 02/09/25 02:00;Qua 03/09/25 06:00;3M14;Gil Vicente - EPU;;0
886;18221;6;1.8.5.6.47.9;Instalar Tubo de Sacrifico no Interior do Carretel chumbado na Parede do Tanque;0;0;6 hrs;Qui 04/09/25 11:00;Qui 04/09/25 18:00;Qua 03/09/25 08:00;Qua 03/09/25 15:00;3M14;Gil Vicente - EPU;;0
887;18222;6;1.8.5.6.47.10;Instalar Válvula Guilhotina ;0;0;12 hrs;Qui 04/09/25 18:00;Sex 05/09/25 09:00;Qua 03/09/25 15:00;Qui 04/09/25 04:00;3M14;Gil Vicente - EPU;;0
888;18223;6;1.8.5.6.47.11;Instalar Tubulação de Sucção da Bomba ;0;0;12 hrs;Sex 05/09/25 09:00;Sex 05/09/25 22:00;Qui 04/09/25 04:00;Qui 04/09/25 19:00;3M14;Gil Vicente - EPU;;0
889;18224;6;1.8.5.6.47.12;Torquear Todos os Parafusos de Fixação dos Flanges, Conforme Tabela DIN 267;0;0;6 hrs;Sex 05/09/25 22:00;Sáb 06/09/25 05:00;Qui 04/09/25 19:00;Sex 05/09/25 02:00;3M14;Gil Vicente - EPU;;0
890;18225;6;1.8.5.6.47.13;Recopor Concreto (Grautear) da Parede do Tanque Escariado para Montagem da Tubulação ;0;0;12 hrs;Sáb 06/09/25 05:00;Sáb 06/09/25 20:00;Sex 05/09/25 02:00;Sex 05/09/25 17:00;3M14;Gil Vicente - EPU;;0
891;18226;6;1.8.5.6.47.14;Realizar Teste de Estanqueidade do Conjunto após Montagem ;0;0;9 hrs;Sáb 06/09/25 20:00;Dom 07/09/25 06:00;Sex 05/09/25 17:00;Sáb 06/09/25 03:00;3M14;Gil Vicente - EPU;;0
892;18227;6;1.8.5.6.47.15;Desmontagem de Andaime da Tubulação e Valvula da Sucção;0;0;6 hrs;Seg 08/09/25 08:00;Seg 08/09/25 15:00;Sáb 06/09/25 03:00;Sáb 06/09/25 11:00;3M14;Gil Vicente - EPU;;0
893;18228;5;1.8.5.6.48;Substituição do Bocal da Sucção da Bomba 3M15 A/B/C Concluída;0;0;0 hrs;Seg 08/09/25 15:00;Seg 08/09/25 15:00;Sáb 06/09/25 11:00;Sáb 06/09/25 11:00;3M14;Gil Vicente - EPU;;0
894;18229;5;1.8.5.6.49;Substituição da Vedação das Comportas da Canaleta do Overflow do 3M14 (3E1_5);0;0;38 hrs;Qua 27/08/25 08:00;Qui 28/08/25 22:00;Ter 26/08/25 03:00;Qua 27/08/25 19:00;3M14;Gil Vicente - EPU;;0
895;18230;6;1.8.5.6.49.1;"Montar De Andaime Para Acesso A Comporta Pelo Lado Do Tanque De Processo 3m14;";0;0;4 hrs;Qua 27/08/25 08:00;Qua 27/08/25 12:00;Ter 26/08/25 03:00;Ter 26/08/25 09:00;3M14;Gil Vicente - EPU;;0
896;18231;6;1.8.5.6.49.2;"Montar De Andaime Tipo Pau De Carga, Com Capaciade De 1000kg, Caso Não Houver Disponibilidade De Guindaste; Obs.: Toda Atividade Em Andaime Acima De 1,80 Os Colaboradores Deverão Estar Portanto Cinto Segurando.";0;0;4 hrs;Qua 27/08/25 12:00;Qua 27/08/25 17:00;Ter 26/08/25 09:00;Ter 26/08/25 13:00;3M14;Gil Vicente - EPU;;0
897;18232;6;1.8.5.6.49.3;"Desacoplar Eixo Da Lâmina Da Comporta;";0;0;1 hr;Qua 27/08/25 17:00;Qua 27/08/25 18:00;Ter 26/08/25 14:00;Ter 26/08/25 15:00;3M14;Gil Vicente - EPU;;0
898;18233;6;1.8.5.6.49.4;"Amarrar Os Acessório De Içamento No Pedestal;";0;0;0,5 hrs;Qua 27/08/25 18:00;Qua 27/08/25 18:30;Ter 26/08/25 15:00;Ter 26/08/25 15:30;3M14;Gil Vicente - EPU;;0
899;18234;6;1.8.5.6.49.5;"Remover Os Parafusos De Fixação Do Pedestal;";0;0;2 hrs;Qua 27/08/25 18:30;Qua 27/08/25 20:30;Ter 26/08/25 15:30;Ter 26/08/25 17:30;3M14;Gil Vicente - EPU;;0
900;18235;6;1.8.5.6.49.6;"Içar E Retirar O Conjunto Completo (Pedestal E Acionador) E Posicionar Em Local Seguro E Adequadro;";0;0;0,5 hrs;Qua 27/08/25 20:30;Qua 27/08/25 21:00;Ter 26/08/25 17:30;Ter 26/08/25 18:00;3M14;Equip. Móveis / Gil Vicente - EPU;;0
901;18236;6;1.8.5.6.49.7;Amarrar Os Acessório De Içamento Laminar Da Comporta;0;0;0,5 hrs;Qua 27/08/25 21:00;Qua 27/08/25 21:30;Ter 26/08/25 18:00;Ter 26/08/25 18:30;3M14;Gil Vicente - EPU;;0
902;18237;6;1.8.5.6.49.8;"Remover A Comporta Com Auxílio Do Guindaste (Necessário Plano Rigging Devido O Guindaste Com Capcidade Superior De 85t);";0;0;1 hr;Qua 27/08/25 21:30;Qua 27/08/25 22:30;Ter 26/08/25 18:30;Ter 26/08/25 19:30;3M14;Gil Vicente - EPU;;0
903;18238;6;1.8.5.6.49.9;"Afroxar As Porcas Dos Parafuso De Ajuste Da Vedação Inferior;";0;0;0,5 hrs;Qua 27/08/25 22:30;Qua 27/08/25 23:00;Ter 26/08/25 19:30;Ter 26/08/25 20:00;3M14;Gil Vicente - EPU;;0
904;18239;6;1.8.5.6.49.10;"Remova A Vedação Inferior Apertando Os Parafusos De Ajuste Até Que A Vedação Sair Do Encaixe;";0;0;1 hr;Qua 27/08/25 23:00;Qui 28/08/25 01:00;Ter 26/08/25 20:00;Ter 26/08/25 21:00;3M14;Gil Vicente - EPU;;0
905;18240;6;1.8.5.6.49.11;"Limpar Sede De Assentamento Da Vedação Inferior;";0;0;1 hr;Qui 28/08/25 01:00;Qui 28/08/25 02:00;Ter 26/08/25 21:00;Ter 26/08/25 22:00;3M14;Gil Vicente - EPU;;0
906;18241;6;1.8.5.6.49.12;"Instalar Nova Vedação Inferior Com Auxílio De Um Macete De Poliuretano, Borracha Ou Similar;";0;0;2 hrs;Qui 28/08/25 02:00;Qui 28/08/25 04:00;Ter 26/08/25 22:00;Qua 27/08/25 01:00;3M14;Gil Vicente - EPU;;0
907;18242;6;1.8.5.6.49.13;"Instalar As Guias Novas No Possição De Trabalho E Instala Os Parafuso De Fixação Da Guias;";0;0;2 hrs;Qui 28/08/25 04:00;Qui 28/08/25 06:00;Qua 27/08/25 01:00;Qua 27/08/25 03:00;3M14;Gil Vicente - EPU;;0
908;18243;6;1.8.5.6.49.14;"Amarrar Os Acessório De Içamento Laminar Da Comporta;";0;0;0,5 hrs;Qui 28/08/25 08:00;Qui 28/08/25 08:30;Qua 27/08/25 03:00;Qua 27/08/25 03:30;3M14;Gil Vicente - EPU;;0
909;18244;6;1.8.5.6.49.15;"Içar E Instalar Comporta Com Auxílio Do Guindaste (Necessário Plano Rigging Devido O Guindaste Com Capcidade Superior De 85t);";0;0;2 hrs;Qui 28/08/25 08:30;Qui 28/08/25 10:30;Qua 27/08/25 03:30;Qua 27/08/25 05:30;3M14;Equip. Móveis / Gil Vicente - EPU;;0
910;18245;6;1.8.5.6.49.16;"Amarrar Os Acessório De Içamento No Pedestal;";0;0;0,5 hrs;Qui 28/08/25 10:30;Qui 28/08/25 11:00;Qua 27/08/25 05:30;Qua 27/08/25 06:00;3M14;Gil Vicente - EPU;;0
911;18246;6;1.8.5.6.49.17;"Içar E Instalar O Conjunto Completo (Pedestal E Acionador) Na Base;";0;0;1 hr;Qui 28/08/25 11:00;Qui 28/08/25 12:00;Qua 27/08/25 08:00;Qua 27/08/25 09:00;3M14;Equip. Móveis / Gil Vicente - EPU;;0
912;18247;6;1.8.5.6.49.18;"Instalar Os Parafusos De Fixação Do Pedestal E Torquear Conforme Tabela De Torque.;";0;0;2 hrs;Qui 28/08/25 12:00;Qui 28/08/25 15:00;Qua 27/08/25 09:00;Qua 27/08/25 11:00;3M14;Gil Vicente - EPU;;0
913;18248;6;1.8.5.6.49.19;"Posicione O Acoplamento, Acionando De Forma Manual Até O Posição De Desacoplar Eixo E Lâmina Da Comporta;";0;0;1 hr;Qui 28/08/25 15:00;Qui 28/08/25 16:00;Qua 27/08/25 11:00;Qua 27/08/25 12:00;3M14;Gil Vicente - EPU;;0
914;18249;6;1.8.5.6.49.20;"Acoplar Eixo Da Lâmina Da Comporta;";0;0;2 hrs;Qui 28/08/25 16:00;Qui 28/08/25 18:00;Qua 27/08/25 12:00;Qua 27/08/25 15:00;3M14;Gil Vicente - EPU;;0
915;18250;6;1.8.5.6.49.21;Desmontar os Andaimes;0;0;4 hrs;Qui 28/08/25 18:00;Qui 28/08/25 22:00;Qua 27/08/25 15:00;Qua 27/08/25 19:00;3M14;Gil Vicente - EPU;;0
916;18251;5;1.8.5.6.50;Substituição da Vedação das Comportas da Canaleta do Overflow do 3M14 (3E1_5) Concluída;0;0;0 hrs;Qui 28/08/25 22:00;Qui 28/08/25 22:00;Qua 27/08/25 19:00;Qua 27/08/25 19:00;3M14;Gil Vicente - EPU;;0
917;18252;5;1.8.5.6.51;Substituição da Vedação das Comportas da Canaleta do Overflow do 3M14 (3E1_6);0;0;48,5 hrs;Qui 28/08/25 22:00;Sáb 30/08/25 22:30;Qua 27/08/25 19:00;Sex 29/08/25 19:30;3M14;Gil Vicente - EPU;;0
918;18253;6;1.8.5.6.51.1;"Montar De Andaime Para Acesso A Comporta Pelo Lado Do Tanque De Processo 3m14;";0;0;4 hrs;Qui 28/08/25 22:00;Sex 29/08/25 03:00;Qua 27/08/25 19:00;Qua 27/08/25 23:00;3M14;Gil Vicente - EPU;;0
919;18254;6;1.8.5.6.51.2;"Montar De Andaime Tipo Pau De Carga, Com Capaciade De 1000kg, Caso Não Houver Disponibilidade De Guindaste; Obs.: Toda Atividade Em Andaime Acima De 1,80 Os Colaboradores Deverão Estar Portanto Cinto Segurando.";0;0;4 hrs;Sex 29/08/25 03:00;Sex 29/08/25 09:00;Qua 27/08/25 23:00;Qui 28/08/25 04:00;3M14;Gil Vicente - EPU;;0
920;18255;6;1.8.5.6.51.3;"Desacoplar Eixo Da Lâmina Da Comporta;";0;0;1 hr;Sex 29/08/25 09:00;Sex 29/08/25 10:00;Qui 28/08/25 04:00;Qui 28/08/25 05:00;3M14;Gil Vicente - EPU;;0
921;18256;6;1.8.5.6.51.4;"Amarrar Os Acessório De Içamento No Pedestal;";0;0;0,5 hrs;Sex 29/08/25 10:00;Sex 29/08/25 10:30;Qui 28/08/25 05:00;Qui 28/08/25 05:30;3M14;Gil Vicente - EPU;;0
922;18257;6;1.8.5.6.51.5;"Remover Os Parafusos De Fixação Do Pedestal;";0;0;2 hrs;Sex 29/08/25 10:30;Sex 29/08/25 12:30;Qui 28/08/25 05:30;Qui 28/08/25 09:30;3M14;Gil Vicente - EPU;;0
923;18258;6;1.8.5.6.51.6;"Içar E Retirar O Conjunto Completo (Pedestal E Acionador) E Posicionar Em Local Seguro E Adequadro;";0;0;1 hr;Sex 29/08/25 12:30;Sex 29/08/25 14:30;Qui 28/08/25 09:30;Qui 28/08/25 10:30;3M14;Equip. Móveis / Gil Vicente - EPU;;0
924;18259;6;1.8.5.6.51.7;"Soltar Dois Olhais De 3t Na Lâmina Da Comporta Para Içamento;";0;0;1 hr;Sex 29/08/25 14:30;Sex 29/08/25 15:30;Qui 28/08/25 10:30;Qui 28/08/25 11:30;3M14;Gil Vicente - EPU;;0
925;18260;6;1.8.5.6.51.8;Amarrar Os Acessório De Içamento Laminar Da Comporta;0;0;1 hr;Sex 29/08/25 15:30;Sex 29/08/25 16:30;Qui 28/08/25 11:30;Qui 28/08/25 12:30;3M14;Gil Vicente - EPU;;0
926;18261;6;1.8.5.6.51.9;"Remover A Comporta Com Auxílio Do Guindaste (Necessário Plano Rigging Devido O Guindaste Com Capcidade Superior De 85t);";0;0;1 hr;Sex 29/08/25 16:30;Sex 29/08/25 17:30;Qui 28/08/25 12:30;Qui 28/08/25 14:30;3M14;Gil Vicente - EPU;;0
927;18262;6;1.8.5.6.51.10;"Afroxar As Porcas Dos Parafuso De Ajuste Da Vedação Inferior E Das Guias Laterais;";0;0;1 hr;Sex 29/08/25 17:30;Sex 29/08/25 18:30;Qui 28/08/25 14:30;Qui 28/08/25 15:30;3M14;Gil Vicente - EPU;;0
928;18263;6;1.8.5.6.51.11;"Remova A Vedação Inferior E Guis Laterais Apertando Os Parafusos De Ajuste Até Que A Vedação Sair Do Encaixe;";0;0;1 hr;Sex 29/08/25 18:30;Sex 29/08/25 19:30;Qui 28/08/25 15:30;Qui 28/08/25 16:30;3M14;Gil Vicente - EPU;;0
929;18264;6;1.8.5.6.51.12;"Limpar Sede De Assentamento Da Vedação Inferior;";0;0;1 hr;Sex 29/08/25 19:30;Sex 29/08/25 20:30;Qui 28/08/25 16:30;Qui 28/08/25 17:30;3M14;Gil Vicente - EPU;;0
930;18265;6;1.8.5.6.51.13;"Instalar Nova Vedação Inferior Com Auxílio De Um Macete De Poliuretano, Borracha Ou Similar. Em Caso De Sustituição Das Guias Laterais Da Lâmina, Remova Os Parafusos De Fixação Das Guias E Retire As Guias;";0;0;1 hr;Sex 29/08/25 20:30;Sex 29/08/25 21:30;Qui 28/08/25 17:30;Qui 28/08/25 18:30;3M14;Gil Vicente - EPU;;0
931;18266;6;1.8.5.6.51.14;"Instalar As Guias Novas No Possição De Trabalho E Instala Os Parafuso De Fixação Da Guias;";0;0;2 hrs;Sex 29/08/25 21:30;Sex 29/08/25 23:30;Qui 28/08/25 18:30;Qui 28/08/25 20:30;3M14;Gil Vicente - EPU;;0
932;18267;6;1.8.5.6.51.15;"Amarrar Os Acessório De Içamento Na Laminar Da Comporta;";0;0;1 hr;Sáb 30/08/25 00:30;Sáb 30/08/25 01:30;Qui 28/08/25 20:30;Qui 28/08/25 21:30;3M14;Gil Vicente - EPU;;0
933;18268;6;1.8.5.6.51.16;"Içar E Instlar Comporta Com Auxílio Da Talha Corrente Ou Guindaste (Necessário Plano Rigging Devido O Guindaste Com Capcidade Superior De 85t);";0;0;0,5 hrs;Sáb 30/08/25 01:30;Sáb 30/08/25 02:00;Qui 28/08/25 21:30;Qui 28/08/25 22:00;3M14;Equip. Móveis / Gil Vicente - EPU;;0
934;18269;6;1.8.5.6.51.17;"Amarrar Os Acessório De Içamento No Pedestal;";0;0;1 hr;Sáb 30/08/25 02:00;Sáb 30/08/25 03:00;Qui 28/08/25 22:00;Qui 28/08/25 23:00;3M14;Gil Vicente - EPU;;0
935;18270;6;1.8.5.6.51.18;"Içar E Instalar O Conjunto Completo (Pedestal E Acionador) Na Base;";0;0;0,5 hrs;Sáb 30/08/25 03:00;Sáb 30/08/25 03:30;Qui 28/08/25 23:00;Qui 28/08/25 23:30;3M14;Gil Vicente - EPU;;0
936;18271;6;1.8.5.6.51.19;"Instalar Os Parafusos De Fixação Do Pedestal E Torquear Conforme Tabela De Torque.;";0;0;2 hrs;Sáb 30/08/25 03:30;Sáb 30/08/25 05:30;Sex 29/08/25 00:30;Sex 29/08/25 02:30;3M14;Gil Vicente - EPU;;0
937;18272;6;1.8.5.6.51.20;"Posicione O Acoplamento, Acionando De Forma Manual Até O Posição De Acoplar Eixo E Lâmina Da Comporta;";0;0;1 hr;Sáb 30/08/25 05:30;Sáb 30/08/25 08:30;Sex 29/08/25 02:30;Sex 29/08/25 03:30;3M14;Gil Vicente - EPU;;0
938;18273;6;1.8.5.6.51.21;"Acoplar Eixo Da Lâmina Da Comporta;";0;0;1 hr;Sáb 30/08/25 08:30;Sáb 30/08/25 09:30;Sex 29/08/25 03:30;Sex 29/08/25 04:30;3M14;Gil Vicente - EPU;;0
939;18274;6;1.8.5.6.51.22;"Solicitar Elétrica Para Ligar Os Cabos Elétricos De Alimentação Do Servo Acionador;";0;0;4 hrs;Sáb 30/08/25 09:30;Sáb 30/08/25 14:30;Sex 29/08/25 04:30;Sex 29/08/25 10:30;3M14;Gil Vicente - EPU;;0
940;18275;6;1.8.5.6.51.23;"Solicitar Instrumentação Para Ajustar A Indicação De Posição De Aberto E Fefado Da Comporta;";0;0;4 hrs;Sáb 30/08/25 14:30;Sáb 30/08/25 18:30;Sex 29/08/25 10:30;Sex 29/08/25 15:30;3M14;Gil Vicente - EPU;;0
941;18276;6;1.8.5.6.51.24;Desmontar os Andaimes;0;0;4 hrs;Sáb 30/08/25 18:30;Sáb 30/08/25 22:30;Sex 29/08/25 15:30;Sex 29/08/25 19:30;3M14;Gil Vicente - EPU;;0
942;18277;6;1.8.5.6.51.25;Liberar Para Operação;0;0;0 hrs;Sáb 30/08/25 22:30;Sáb 30/08/25 22:30;Sex 29/08/25 19:30;Sex 29/08/25 19:30;3M14;Gil Vicente - EPU;;0
943;18278;5;1.8.5.6.52;Substituição da Vedação das Comportas da Canaleta do Overflow do 1M14 (3E1_6) Concluída;0;0;0 hrs;Sáb 30/08/25 22:30;Sáb 30/08/25 22:30;Sex 29/08/25 19:30;Sex 29/08/25 19:30;3M14;Gil Vicente - EPU;;0
944;18279;4;1.8.5.7;Manutenção da Preparação Concluída;0;0;0 hrs;Sáb 13/09/25 15:30;Sáb 13/09/25 15:30;Qui 11/09/25 10:30;Qui 11/09/25 10:30;3M14;Gil Vicente - EPU;;0
945;17690;4;1.8.5.8;Espessador - PQ;0;0;19,5 hrs;Sáb 13/09/25 15:30;Dom 14/09/25 11:00;Qui 11/09/25 10:30;Qui 11/09/25 17:00;Espessador;;;0
946;17692;5;1.8.5.8.1;RCM - ELETRICA 1 CH LIMITE 3E1ES (48 SEM;0;0;2,5 hrs;Sáb 13/09/25 15:30;Dom 14/09/25 08:00;Qui 11/09/25 10:30;Qui 11/09/25 14:00;Espessador;ROGERSON CURTO;;0
947;17694;5;1.8.5.8.2;RCM - ELETRICA 2 PAINEIS 3E1ES (48 SEM);0;0;3 hrs;Dom 14/09/25 08:00;Dom 14/09/25 11:00;Qui 11/09/25 14:00;Qui 11/09/25 17:00;Espessador;ROGERSON CURTO;;0
948;17656;4;1.8.5.9;Espessador - PQ Concluído;0;0;0 hrs;Dom 14/09/25 11:00;Dom 14/09/25 11:00;Qui 11/09/25 17:00;Qui 11/09/25 17:00;Espessador;;;0
949;17662;4;1.8.5.10;IE - Inspeção 3E1;0;0;9 hrs;Seg 15/09/25 08:00;Seg 15/09/25 17:00;Sex 12/09/25 08:00;Sex 12/09/25 17:00;Espessador;Integridade Estrutural;;0
950;17663;5;1.8.5.10.1;INSPEÇÃO INTEG ESTRTURAL CIVIL/PINTURA/MECÂNICA;0;0;8 hrs;Seg 15/09/25 08:00;Seg 15/09/25 17:00;Sex 12/09/25 08:00;Sex 12/09/25 17:00;Espessador;Integridade Estrutural;;0
951;17695;4;1.8.5.11;IE - Inspeção 3E1 Concluída;0;0;0 hrs;Seg 15/09/25 17:00;Seg 15/09/25 17:00;Sex 12/09/25 17:00;Sex 12/09/25 17:00;Espessador;;;0
952;17664;4;1.8.5.12;IE - Recuperação Civil 3E1;0;0;537 hrs;Ter 16/09/25 08:00;Qua 08/10/25 17:00;Seg 15/09/25 08:00;Ter 07/10/25 17:00;Espessador;Integridade Estrutural;;0
953;17665;5;1.8.5.12.1;REALIZAR BLOQUEIO;0;0;2 hrs;Ter 16/09/25 08:00;Ter 16/09/25 10:00;Seg 15/09/25 08:00;Seg 15/09/25 10:00;Espessador;Integridade Estrutural;;0
954;17666;5;1.8.5.12.2;EXECUÇÃO DA MANUTENÇÃO;0;0;132 hrs;Ter 16/09/25 10:00;Qua 08/10/25 15:00;Seg 15/09/25 10:00;Ter 07/10/25 15:00;Espessador;Integridade Estrutural;;0
955;17667;5;1.8.5.12.3;RETIRADA DE BLOQUEIO;0;0;2 hrs;Qua 08/10/25 15:00;Qua 08/10/25 17:00;Ter 07/10/25 15:00;Ter 07/10/25 17:00;Espessador;Integridade Estrutural;;0
956;17696;4;1.8.5.13;IE - Recuperação Civil 3E1 Concluída;0;0;0 hrs;Qua 08/10/25 17:00;Qua 08/10/25 17:00;Ter 07/10/25 17:00;Ter 07/10/25 17:00;Espessador;;;0
957;17668;4;1.8.5.14;IE - PAC 3E1;0;0;481,5 hrs;Ter 16/09/25 08:00;Seg 06/10/25 09:30;Sáb 13/09/25 08:00;Qui 02/10/25 02:00;Espessador;Integridade Estrutural;;0
958;17669;5;1.8.5.14.1;MOBILIZAÇÃO DE MATERIAL E EQUIPAMENTOS ;0;0;8 hrs;Ter 16/09/25 08:00;Ter 16/09/25 17:00;Sáb 13/09/25 08:00;Sáb 13/09/25 17:00;Espessador;Integridade Estrutural;;0
959;17671;5;1.8.5.14.2;ESTRUTURAS DE ACIONAMENTO CENTRAL;0;0;249 hrs;Qua 17/09/25 08:00;Sáb 27/09/25 17:00;Seg 15/09/25 08:00;Qui 25/09/25 17:00;Espessador;Integridade Estrutural;;0
960;17672;6;1.8.5.14.2.1;MONTAGEM DE ANDAIME ;0;0;32 hrs;Qua 17/09/25 08:00;Sáb 20/09/25 17:00;Seg 15/09/25 08:00;Qui 18/09/25 17:00;Espessador;Integridade Estrutural;;0
